bug_type,mutation_type,omp_construct,bug_omp_concept,needs_review,count,notes,example_source_id,example_original_statement,example_buggy_statement
PLUS_TO_MULTIPLY_MULTI,CHANGE_OPERATOR,loop,reduction,False,1,,tests/5.0/loop/test_loop_reduction_add_mod.c,"#pragma omp loop reduction(+:n,f,d,c)","#pragma omp loop reduction(*:n,f,d,c)"
PREFIX_PLUS_TO_MINUS,CHANGE_OPERATOR,loop,general_code,False,1,,tests/5.0/loop/test_loop_collapse_device.c,b[x][y][z + 1] = b[x][y][z] + a[x][y][z];,b[x][y][z + 1] = b[x][y][z] - a[x][y][z];
PREFIX_SUM_PLUS_TO_MINUS,CHANGE_OPERATOR,target_mapping,general_code,False,2,,tests/4.5/target_simd/test_target_simd_collapse.c,b[x][y][z + 1] = b[x][y][z] + a[x][y][z];,b[x][y][z + 1] = b[x][y][z] - a[x][y][z];
PRIVATIZED_MINUS_TO_PLUS,CHANGE_OPERATOR,target_mapping,general_code,False,1,,tests/4.5/target_teams_distribute/test_target_teams_distribute_lastprivate.c,privatized = a[x] - b[x];,privatized = a[x] + b[x];
REDUCTION_PLUS_TO_MINUS,CHANGE_OPERATOR,target_mapping,mapping,False,2,,tests/6.0/target/test_target_teams_groupprivate_devicetype_nohost.c,"#pragma omp target teams num_teams(OMPVV_NUM_TEAMS_DEVICE) map(tofrom: team_sum, errors) reduction(+: team_sum)","#pragma omp target teams num_teams(OMPVV_NUM_TEAMS_DEVICE) map(tofrom: team_sum, errors) reduction(-: team_sum)"
REDUCTION_PLUS_TO_MULTIPLY,CHANGE_OPERATOR,application_kernels,reduction,False,1,,tests/4.5/application_kernels/reduction_separated_directives.c,#pragma omp for reduction(+: counts_team),#pragma omp for reduction(*: counts_team)
RESULT_PLUS_TO_MINUS,CHANGE_OPERATOR,taskgroup,general_code,False,1,,tests/5.0/taskgroup/test_taskgroup_task_reduction_device.c,result += temp->val;,result -= temp->val;
SHARE_PLUS_TO_MINUS,CHANGE_OPERATOR,target_mapping,general_code,False,1,,tests/4.5/target_teams_distribute/test_target_teams_distribute_shared.c,share = share + a[x];,share = share - a[x];
TARGET_COMPUTE_PLUS_TO_MINUS,CHANGE_OPERATOR,target_mapping,general_code,False,1,,tests/5.0/declare_target/test_declare_target_device_type_host.c,a[i] += i;,a[i] -= i;
TOTAL_PLUS_TO_MINUS,CHANGE_OPERATOR,loop,general_code,False,1,,tests/5.0/loop/test_loop_reduction_add_device.c,total += a[x] + b[x];,total -= a[x] + b[x];
X_PLUS_TO_MINUS,CHANGE_OPERATOR,target_mapping,general_code,False,2,,tests/5.0/target/test_target_allocate.c,x += i;,x -= i;
WRONG_ENV_VAR_NAME,CHANGE_RUNTIME_CALL,runtime_api,runtime_api,False,2,,tests/5.1/env_var/test_omp_places_env_ll_caches.c,"ret_val = getenv(""OMP_PLACES"");","ret_val = getenv(""OMP_PROC_BIND"");"
WRONG_RUNTIME_QUERY,CHANGE_RUNTIME_CALL,teams,configuration,False,2,,tests/5.1/env_var/test_omp_teams_thread_limit_env_2.c,env = omp_get_teams_thread_limit();,env = omp_get_thread_limit();
WRONG_SCAN_UPDATE,CHANGE_SCAN,scan,scan,False,1,,tests/5.0/scan/test_scan.c,x += a[i];,x -= a[i];
TARGET_FREE_WRONG_DEVICE,CHANGE_VARIABLE,target_mapping,runtime_api,False,1,,tests/5.0/target/test_target_parallel_is_dev_ptr.c,"omp_target_free(Dev_B, gpu);","omp_target_free(Dev_B, omp_get_initial_device());"
RETURN_VALUE_0_TO_1,ORACLE_MUTATION,runtime_api,general_code,False,1,,tests/5.1/runtime_calls/test_omp_display_env.c,return 0;,return 1;
WRONG_EXPECTED_MAX_TEAMS,ORACLE_MUTATION,teams,general_code,False,1,,tests/5.1/env_var/test_omp_num_teams_env_2.c,"OMPVV_TEST_AND_SET_VERBOSE(errors, env != 2);","OMPVV_TEST_AND_SET_VERBOSE(errors, env != 3);"
WRONG_EXPECTED_OMP_PLACES,ORACLE_MUTATION,runtime_api,runtime_api,False,2,,tests/5.1/env_var/test_omp_places_env_ll_caches.c,"test = ret_val == NULL || strcmp(ret_val, ""ll_caches"");","test = ret_val == NULL || strcmp(ret_val, ""numa_domains"");"
WRONG_EXPECTED_TEAMS_THREAD_LIMIT,ORACLE_MUTATION,teams,configuration,False,1,,tests/5.1/env_var/test_omp_teams_thread_limit_env_2.c,"OMPVV_TEST_AND_SET(errors, env != 2);","OMPVV_TEST_AND_SET(errors, env != 3);"
PARALLEL_MASTER_TASKLOOP_SIMD_TO_PARALLEL_TASKLOOP_SIMD,REMOVE_CLAUSE,parallel_master_taskloop_simd,master,False,2,,tests/5.0/parallel_master_taskloop_simd/test_parallel_master_taskloop_simd_device.c,"#pragma omp parallel master taskloop simd num_threads(OMPVV_NUM_THREADS_DEVICE) shared(x, y, z, num_threads)","#pragma omp parallel taskloop simd num_threads(OMPVV_NUM_THREADS_DEVICE) shared(x, y, z, num_threads)"
REMOVE_ADJUST_ARGS,REMOVE_CLAUSE,declare_variant,dispatch,False,1,,tests/5.1/declare_variant/test_declare_variant_adjust_args.c,#pragma omp declare variant(add_dispatch) match(construct={dispatch}) adjust_args(need_device_ptr:arr),#pragma omp declare variant(add_dispatch) match(construct={dispatch})
REMOVE_ALLOCATE_DEFAULT,REMOVE_CLAUSE,target_mapping,data_sharing,False,1,,tests/5.0/target/test_target_uses_allocators_default.c,allocate(omp_default_mem_alloc: x),
REMOVE_DEFAULT_FIRSTPRIVATE,REMOVE_CLAUSE,default,data_sharing,False,2,,tests/5.1/default/test_default_firstprivate_parallel.c,#pragma omp parallel default(firstprivate) num_threads(OMPVV_NUM_THREADS_HOST),#pragma omp parallel num_threads(OMPVV_NUM_THREADS_HOST)
REMOVE_FILTER,REMOVE_CLAUSE,masked,general_code,False,1,,tests/5.1/masked/test_masked_filter.c,#pragma omp masked filter(3),#pragma omp masked
REMOVE_FIRSTPRIVATE,REMOVE_CLAUSE,target_mapping,data_sharing,False,2,,tests/4.5/target_teams_distribute_parallel_for/test_target_teams_distribute_parallel_for_schedule_private.c,"#pragma omp target teams distribute parallel for firstprivate(firstprivatized) num_teams(OMPVV_NUM_TEAMS_DEVICE) num_threads(OMPVV_NUM_THREADS_DEVICE) schedule(static,8)","#pragma omp target teams distribute parallel for num_teams(OMPVV_NUM_TEAMS_DEVICE) num_threads(OMPVV_NUM_THREADS_DEVICE) schedule(static,8)"
REMOVE_FIRSTPRIVATE_HOSTVAR,REMOVE_CLAUSE,target_mapping,data_sharing,False,1,,tests/5.0/target/test_target_firstprivate_device.c,#pragma omp target parallel for firstprivate(HostVar) device(gpu),#pragma omp target parallel for device(gpu)
REMOVE_FIRSTPRIVATE_LOCAL,REMOVE_CLAUSE,loop,data_sharing,False,1,,tests/5.0/teams_loop/test_target_teams_loop_allocate.c,allocate(omp_low_lat_mem_alloc: local) firstprivate(local),allocate(omp_low_lat_mem_alloc: local)
REMOVE_FIRSTPRIVATE_X,REMOVE_CLAUSE,target_mapping,mapping,False,1,,tests/5.0/target/test_target_allocate.c,#pragma omp target uses_allocators(omp_default_mem_alloc) allocate(omp_default_mem_alloc:x) firstprivate(x) map(from: device_result),#pragma omp target uses_allocators(omp_default_mem_alloc) allocate(omp_default_mem_alloc:x) map(from: device_result)
REMOVE_FIRSTPRIVATE_X_CGROUP,REMOVE_CLAUSE,target_mapping,data_sharing,False,1,,tests/5.0/target/test_target_uses_allocators_cgroup.c,firstprivate(x),
REMOVE_FIRSTPRIVATE_X_CONST,REMOVE_CLAUSE,target_mapping,data_sharing,False,1,,tests/5.0/target/test_target_uses_allocators_const.c,firstprivate(x),
REMOVE_FIRSTPRIVATE_X_DEFAULT,REMOVE_CLAUSE,target_mapping,data_sharing,False,1,,tests/5.0/target/test_target_uses_allocators_default.c,firstprivate(x),
REMOVE_FIRSTPRIVATE_X_HIGH_BW,REMOVE_CLAUSE,target_mapping,data_sharing,False,1,,tests/5.0/target/test_target_uses_allocators_high_bw.c,firstprivate(x),
REMOVE_FIRSTPRIVATE_X_LARGE_CAP,REMOVE_CLAUSE,target_mapping,mapping,False,1,,tests/5.0/target/test_target_uses_allocators_large_cap.c,#pragma omp target uses_allocators(omp_large_cap_mem_alloc) allocate(omp_large_cap_mem_alloc: x) firstprivate(x) map(from: device_result),#pragma omp target uses_allocators(omp_large_cap_mem_alloc) allocate(omp_large_cap_mem_alloc: x) map(from: device_result)
REMOVE_FIRSTPRIVATE_X_LOW_LAT,REMOVE_CLAUSE,target_mapping,mapping,False,1,,tests/5.0/target/test_target_uses_allocators_low_lat.c,#pragma omp target uses_allocators(omp_low_lat_mem_alloc) allocate(omp_low_lat_mem_alloc: x) firstprivate(x) map(from: device_result),#pragma omp target uses_allocators(omp_low_lat_mem_alloc) allocate(omp_low_lat_mem_alloc: x) map(from: device_result)
REMOVE_LASTPRIVATE_SCALAR,REMOVE_CLAUSE,target_mapping,mapping,False,1,,tests/4.5/target_teams_distribute/test_target_teams_distribute_lastprivate.c,"#pragma omp target teams distribute lastprivate(privatized) map(alloc: a[0:SIZE], b[0:SIZE], c[0:SIZE]) \","#pragma omp target teams distribute map(alloc: a[0:SIZE], b[0:SIZE], c[0:SIZE]) \"
REMOVE_PRIVATE,REMOVE_CLAUSE,scope,data_sharing,False,2,,tests/5.1/scope/test_scope_private_construct.c,#pragma omp scope private(test_int),#pragma omp scope
REMOVE_PRIVATE_A,REMOVE_CLAUSE,loop,mapping,False,1,,tests/5.0/teams_loop/test_target_teams_loop_private.c,#pragma omp target teams loop map(tofrom: b[0:N]) private(a),#pragma omp target teams loop map(tofrom: b[0:N])
REMOVE_PRIVATE_FROM_SCOPE_ALLOCATE,REMOVE_CLAUSE,scope,data_sharing,False,1,,tests/5.2/scope/test_scope_allocate_construct.c,#pragma omp scope private(arr) allocate(allocator(omp_low_lat_mem_alloc) : arr),#pragma omp scope allocate(allocator(omp_low_lat_mem_alloc) : arr)
REMOVE_PRIVATE_PTEAM_RESULT,REMOVE_CLAUSE,target_mapping,mapping,False,1,,tests/5.0/target/test_target_uses_allocators_pteam.c,#pragma omp target parallel for map(from: device_result) uses_allocators(omp_pteam_mem_alloc) allocate(omp_pteam_mem_alloc: pteam_result) private(pteam_result),#pragma omp target parallel for map(from: device_result) uses_allocators(omp_pteam_mem_alloc) allocate(omp_pteam_mem_alloc: pteam_result)
REMOVE_PRIVATE_X_THREAD,REMOVE_CLAUSE,target_mapping,mapping,False,1,,tests/5.0/target/test_target_uses_allocators_thread.c,#pragma omp target parallel uses_allocators(omp_thread_mem_alloc) allocate(omp_thread_mem_alloc: x) private(x) map(from: device_result),#pragma omp target parallel uses_allocators(omp_thread_mem_alloc) allocate(omp_thread_mem_alloc: x) map(from: device_result)
REMOVE_REDUCTION,REMOVE_CLAUSE,taskloop,reduction,False,38,,tests/5.1/taskloop/test_taskloop_grainsize_strict.c,#pragma omp taskloop reduction(+: parallel_sum) grainsize(strict:1000),#pragma omp taskloop grainsize(strict:1000)
REMOVE_TRANSPARENT_CLAUSE,REMOVE_CLAUSE,task,data_sharing,False,2,,tests/6.0/task/test_task_transparent_export.c,"# pragma omp task shared(x, errors) transparent(omp_export)","# pragma omp task shared(x, errors)"
REMOVE_TRANSPARENT_TASK,REMOVE_CLAUSE,task,data_sharing,False,1,,tests/6.0/task/test_task_transparent.c,# pragma omp task shared(x) transparent(omp_import),/* transparent import task removed */
REMOVE_ALWAYS_MODIFIER,REMOVE_CONSTRUCT,declare_mapper,mapping,False,1,,tests/5.2/declare_mapper/test_declare_mapper_present.c,"#pragma omp declare mapper(default:myvec_t v) map(always, present, from: v, v.len, v.data[0:v.len])","#pragma omp declare mapper(default:myvec_t v) map(present, from: v, v.len, v.data[0:v.len])"
REMOVE_DECLARE_TARGET_BLOCK,REMOVE_CONSTRUCT,target_mapping,general_code,False,1,,tests/5.0/declare_target/test_declare_target_parallel_for.c,#pragma omp declare target,/* omp declare target removed */
REMOVE_DECLARE_TARGET_LINK,REMOVE_CONSTRUCT,target_mapping,general_code,False,1,,tests/5.0/declare_target/test_nested_declare_target.c,"#pragma omp declare target link(a,b,c)",#pragma omp declare target
REMOVE_DETACH,REMOVE_CONSTRUCT,task,dependency,False,1,,tests/5.0/task/test_task_detach.c,#pragma omp task depend(out: y) detach(flag_event),#pragma omp task depend(out: y)
REMOVE_DISPATCH,REMOVE_CONSTRUCT,declare_variant,dispatch,False,1,,tests/5.1/declare_variant/test_declare_variant_adjust_args.c,#pragma omp dispatch,/* dispatch removed */
REMOVE_DISPATCH_NOWAIT,REMOVE_CONSTRUCT,dispatch,dispatch,False,1,,tests/5.1/dispatch/test_dispatch_nowait.c,#pragma omp dispatch nowait,/* dispatch nowait removed */
REMOVE_EXPLICIT_TASK,REMOVE_CONSTRUCT,runtime_api,data_sharing,False,1,,tests/5.2/runtime_calls/test_omp_in_explicit_task.c,"#pragma omp task shared(A)// creates EXPLICIT task, omp_in_explicit_task = 1",/* explicit task removed */
REMOVE_FIRST_SINGLE,REMOVE_CONSTRUCT,taskloop_simd,loop,False,1,,tests/5.1/order/test_taskloop_simd_order_unconstrained_device.c,"#pragma omp single
                   #pragma omp taskloop simd order(unconstrained:concurrent)
                   for (int i = 0; i < N; i++) {
                           x[i] = x[i] + 2;
                   }","/* omp single removed */
                   #pragma omp taskloop simd order(unconstrained:concurrent)
                   for (int i = 0; i < N; i++) {
                           x[i] = x[i] + 2;
                   }"
REMOVE_HAS_DEVICE_ADDR,REMOVE_CONSTRUCT,target_mapping,mapping,False,2,,tests/5.1/target/test_target_has_device_addr.c,"#pragma omp target map(from:second_scalar_device_addr, second_arr_device_addr) has_device_addr(x, arr)","#pragma omp target map(from:second_scalar_device_addr, second_arr_device_addr)"
REMOVE_INDIRECT,REMOVE_CONSTRUCT,target_mapping,general_code,False,1,,tests/5.1/target/test_target_declare_indirect.c,"#pragma omp declare target to(fun1, fun2, fun3) indirect","#pragma omp declare target to(fun1, fun2, fun3)"
REMOVE_INTERCHANGE,REMOVE_CONSTRUCT,target_mapping,general_code,False,1,,tests/6.0/target/test_target_interchange.c,#pragma omp interchange,/* omp interchange removed */
REMOVE_INTEROP_DESTROY_DEPEND,REMOVE_CONSTRUCT,target_mapping,dependency,False,1,,tests/5.1/interop/test_interop_target.c,#pragma omp interop destroy(obj) depend(out: A[0:N]),#pragma omp interop destroy(obj)
REMOVE_INTEROP_INIT_DEPEND,REMOVE_CONSTRUCT,target_mapping,dependency,False,1,,tests/5.1/interop/test_interop_target.c,"#pragma omp interop init(targetsync: obj) device(device) \
      depend(inout: A[0:N]) // Pass array through to the interop and require it",#pragma omp interop init(targetsync: obj) device(device)
REMOVE_IS_DEVICE_PTR_A,REMOVE_CONSTRUCT,task,mapping,False,1,,tests/5.0/task/test_task_affinity_device.c,#pragma omp target defaultmap(none) is_device_ptr(A) map(tofrom: B[0:N]),#pragma omp target defaultmap(none) map(tofrom: B[0:N])
REMOVE_LINEAR,REMOVE_CONSTRUCT,target_mapping,general_code,False,1,,tests/5.0/target/test_target_parallel_linear.c,#pragma omp target parallel for device(gpu) linear(val:2),#pragma omp target parallel for device(gpu)
REMOVE_LOOP_DIRECTIVE_TEAMS,REMOVE_CONSTRUCT,loop,loop,False,1,,tests/5.0/loop/test_loop_nested_device.c,#pragma omp loop,/* omp loop removed */
REMOVE_MASKED,REMOVE_CONSTRUCT,masked,general_code,False,1,,tests/5.1/masked/test_masked.c,#pragma omp masked,/* masked removed */
REMOVE_OMP_ALL_MEMORY_DEPEND,REMOVE_CONSTRUCT,depend,dependency,False,1,,tests/5.1/depend/test_depend_inout_omp_all_memory.c,#pragma omp task depend(inout: omp_all_memory),#pragma omp task
REMOVE_OUTER_HEAP_MAP,REMOVE_CONSTRUCT,target_mapping,mapping,False,1,,tests/4.5/target_data/test_target_data_map_pointer_translation.c,#pragma omp target data map(h_array_h[0:N]) map(h_array_s[0:N]),#pragma omp target data map(h_array_s[0:N])
REMOVE_OUT_DEPEND,REMOVE_CONSTRUCT,depend,dependency,False,1,,tests/5.1/depend/test_depend_inoutset.c,#pragma omp task depend(out: arr[i]),#pragma omp task
REMOVE_PARALLEL,REMOVE_CONSTRUCT,parallel_master_taskloop,general_code,False,3,,tests/5.0/parallel_master_taskloop/test_parallel_master_taskloop.c,#pragma omp parallel,/* parallel removed */
REMOVE_PARALLEL_MESSAGE_REGION,REMOVE_CONSTRUCT,parallel,message_or_severity,False,1,,tests/6.0/parallel/test_parallel_message.c,"#pragma omp parallel message(""Entering first parallel region."")",/* parallel message region removed */
REMOVE_PARALLEL_SEVERITY_REGION,REMOVE_CONSTRUCT,parallel,message_or_severity,False,1,,tests/6.0/parallel/test_parallel_severity.c,"#pragma omp parallel severity(warning) message(""Entering first parallel region."")",/* parallel severity region removed */
REMOVE_REVERSE,REMOVE_CONSTRUCT,target_mapping,general_code,False,1,,tests/6.0/target/test_target_reverse.c,#pragma omp reverse,/* omp reverse removed */
REMOVE_REVERSE_OFFLOAD,REMOVE_CONSTRUCT,target_mapping,general_code,False,1,,tests/5.0/requires/test_requires_reverse_offload.c,#pragma omp requires reverse_offload,/* omp requires reverse_offload removed */
REMOVE_SCALAR_FROM_TARGET_MAP,REMOVE_CONSTRUCT,target_mapping,mapping,False,1,,tests/4.5/declare_target/test_declare_target_link_extended_list.c,"#pragma omp target map(from: x) map(to:y, z, aint)","#pragma omp target map(from: x) map(to:y, z)"
REMOVE_SCOPE_REDUCTION,REMOVE_CONSTRUCT,scope,reduction,False,1,,tests/5.1/scope/test_scope_reduction_construct.c,#pragma omp scope reduction(+:s),#pragma omp scope
REMOVE_SHARED_SUM,REMOVE_CONSTRUCT,default,data_sharing,False,1,,tests/5.1/default/test_task_default_private.c,#pragma omp task shared(sum) default(private),#pragma omp task default(private)
REMOVE_SINGLE,REMOVE_CONSTRUCT,error,general_code,False,6,,tests/5.1/error/test_error_at_execution.c,#pragma omp single,/* single removed */
REMOVE_TARGET,REMOVE_CONSTRUCT,declare_mapper,general_code,False,1,,tests/5.2/declare_mapper/test_declare_mapper_iterator.c,#pragma omp target,/* target removed */
REMOVE_TARGET_EXIT_DELETE,REMOVE_CONSTRUCT,target_mapping,mapping,False,1,,tests/4.5/target_enter_exit_data/test_target_enter_exit_data_map_global_array.c,#pragma omp target exit data map(delete: A),/* target exit data map(delete: A) removed */
REMOVE_TARGET_UPDATE_FROM,REMOVE_CONSTRUCT,target_mapping,general_code,False,1,,tests/4.5/target_data/test_target_data_pointer_swap.c,#pragma omp target update from(a[0:N]),/* target update from(a[0:N]) removed */
REMOVE_TASKGRAPH,REMOVE_CONSTRUCT,taskgraph,taskgraph,False,1,,tests/6.0/taskgraph/test_taskgraph_target.c,# pragma omp taskgraph,/* omp taskgraph removed */
REMOVE_TASK_DEPEND_ARRAY,REMOVE_CONSTRUCT,taskwait,dependency,False,1,,tests/5.1/taskwait/test_task_nowait.c,#pragma omp task depend(inout : test_arr) shared(test_arr),#pragma omp task shared(test_arr)
REMOVE_TASK_DEPEND_SCALAR,REMOVE_CONSTRUCT,taskwait,dependency,False,1,,tests/5.1/taskwait/test_task_nowait.c,#pragma omp task depend(inout: test_scalar) shared(test_scalar),#pragma omp task shared(test_scalar)
REMOVE_TASK_DEPEND_X,REMOVE_CONSTRUCT,taskwait,dependency,False,1,,tests/5.0/taskwait/test_taskwait_depend.c,#pragma omp task depend(inout: x) shared(x) // 1st Task,#pragma omp task shared(x) // 1st Task
REMOVE_TASK_DEPEND_Y,REMOVE_CONSTRUCT,taskwait,dependency,False,1,,tests/5.0/taskwait/test_taskwait_depend.c,#pragma omp task depend(inout: y) shared(y) // 2nd Task,#pragma omp task shared(y) // 2nd Task
REMOVE_UNIFIED_SHARED_MEMORY,REMOVE_CONSTRUCT,target_mapping,data_sharing,False,4,,tests/5.0/requires/test_requires_unified_shared_memory_heap_is_device_ptr.c,#pragma omp requires unified_shared_memory,/* omp requires unified_shared_memory removed */
REMOVE_USE_DEVICE_ADDR,REMOVE_CONSTRUCT,target_mapping,general_code,False,4,,tests/5.0/target_data/test_target_data_use_device_addr.c,#pragma omp target data use_device_addr(device_data),#pragma omp target data
REMOVE_USE_DEVICE_PTR,REMOVE_CONSTRUCT,target_mapping,mapping,False,2,,tests/5.0/target_data/test_target_data_use_device_ptr.c,#pragma omp target data map(to: array_device[0:N]) use_device_ptr(array_device),#pragma omp target data map(to: array_device[0:N])
REMOVE_USM,REMOVE_CONSTRUCT,target_mapping,data_sharing,False,3,,tests/6.0/target/test_target_map_self_array.c,#pragma omp requires unified_shared_memory,/* omp requires unified_shared_memory removed */
REMOVE_DEPEND,REMOVE_DEPENDENCY,task,dependency,False,3,,tests/6.0/task/test_task_transparent_export.c,depend(out: x),
REMOVE_DEPEND_INOUT,REMOVE_DEPENDENCY,task,dependency,False,1,,tests/5.0/task/test_task_detach.c,#pragma omp task depend(inout: y),#pragma omp task
REMOVE_DEPEND_IN_C,REMOVE_DEPENDENCY,task,dependency,False,1,,tests/5.0/task/test_task_depend_mutexinoutset.c,#pragma omp task depend(in: c),#pragma omp task
REMOVE_DEPEND_IN_XY,REMOVE_DEPENDENCY,target_mapping,dependency,False,1,,tests/5.1/depend/test_target_depend_out_omp_all_memory.c,"#pragma omp task shared(x, y, errors) depend(in: x, y)","#pragma omp task shared(x, y, errors)"
REMOVE_DEPEND_OUT_FIRST_TARGET,REMOVE_DEPENDENCY,taskgraph,mapping,False,1,,tests/6.0/taskgraph/test_taskgraph_target.c,"# pragma omp target nowait map(tofrom: y) depend(out: y) shared(y)
                        ++y;","# pragma omp target nowait map(tofrom: y) shared(y)
                        ++y;"
REMOVE_DEPEND_OUT_Y,REMOVE_DEPENDENCY,depend,dependency,False,1,,tests/5.1/depend/test_depend_inout_omp_all_memory.c,#pragma omp task depend(out: y),#pragma omp task
REMOVE_DOACROSS_SINK,REMOVE_DEPENDENCY,ordered,dependency,False,2,,tests/5.2/ordered/test_ordered_doacross.c,#pragma omp ordered doacross(sink: i-1),/* ordered doacross sink removed */
REMOVE_DOACROSS_SOURCE,REMOVE_DEPENDENCY,ordered,dependency,False,2,,tests/5.2/ordered/test_ordered_doacross.c,#pragma omp ordered doacross(source:),/* ordered doacross source removed */
REMOVE_IN_REDUCTION,REMOVE_DEPENDENCY,task,reduction,False,6,,tests/5.0/task/test_task_in_reduction.c,#pragma omp task in_reduction(+: sum),#pragma omp task
TARGET_REMOVE_IN_REDUCTION,REMOVE_DEPENDENCY,target_mapping,reduction,False,1,,tests/5.0/target/test_target_in_reduction.c,#pragma omp target in_reduction(+:sum),#pragma omp target
REMOVE_DIST_CHUNK_SIZE,REMOVE_STATEMENT,target_mapping,general_code,False,1,,tests/4.5/target_teams_distribute/test_target_teams_distribute_dist_schedule.c,"dist_schedule(static, CHUNK_SIZE)",dist_schedule(static)
REMOVE_LOCK_COUNTPRIME,REMOVE_STATEMENT,task,runtime_api,False,1,,tests/4.5/task/test_task_lock.c,omp_set_lock(&lock);,/* lock acquisition removed */
REMOVE_ATOMIC,REMOVE_SYNCHRONIZATION,target_mapping,atomic,False,6,,tests/5.0/target/test_target_collapse.c,"#pragma omp atomic
      A[i] += B[j];","/* omp atomic removed */
      A[i] += B[j];"
REMOVE_ATOMIC_CAPTURE,REMOVE_SYNCHRONIZATION,parallel,atomic,False,2,,tests/6.0/parallel/test_parallel_safesync.c,#pragma omp atomic capture,/* atomic capture removed */
REMOVE_ATOMIC_COMPARE,REMOVE_SYNCHRONIZATION,atomic,atomic,False,2,,tests/5.1/atomic/test_atomic_compare.c,#pragma omp atomic compare,/* atomic compare removed */
REMOVE_ATOMIC_CONTENDED_NONSPEC,REMOVE_SYNCHRONIZATION,atomic,atomic,False,1,,tests/5.0/atomic/test_atomic_hint.c,#pragma omp atomic hint(omp_sync_hint_contended+omp_sync_hint_nonspeculative),/* atomic removed */
REMOVE_ATOMIC_DECREMENT,REMOVE_SYNCHRONIZATION,masked,atomic,False,2,,tests/5.1/masked/test_masked.c,#pragma omp atomic,/* atomic removed */
REMOVE_ATOMIC_READ,REMOVE_SYNCHRONIZATION,atomic,atomic,False,1,,tests/5.0/target_requires/test_target_requires_atomic_default_mem_order_relaxed.c,"#pragma omp atomic read
            tmp = y;","/* omp atomic read removed */
            tmp = y;"
REMOVE_ATOMIC_RELEASE,REMOVE_SYNCHRONIZATION,parallel,atomic,False,1,,tests/6.0/parallel/test_parallel_safesync.c,#pragma omp atomic release,/* atomic release removed */
REMOVE_ATOMIC_SHARE,REMOVE_SYNCHRONIZATION,target_mapping,atomic,False,1,,tests/4.5/target_teams_distribute/test_target_teams_distribute_shared.c,"#pragma omp atomic
    share = share + a[x];","/* omp atomic removed */
    share = share + a[x];"
REMOVE_ATOMIC_UNUSED_ENUM,REMOVE_SYNCHRONIZATION,atomic,atomic,False,1,,tests/5.0/atomic/test_atomic_num_hint.c,#pragma omp atomic hint(0X1024) //As of OMP Spec 5.0 only values till 0x8 have been taken,/* atomic removed */
REMOVE_ATOMIC_UPDATE,REMOVE_SYNCHRONIZATION,scope,atomic,False,6,,tests/5.1/scope/test_scope_construct.c,#pragma omp atomic update,/* atomic update removed */
REMOVE_ATOMIC_USED_HINT,REMOVE_SYNCHRONIZATION,atomic,atomic,False,1,,tests/5.0/atomic/test_atomic_num_hint_device.c,"#pragma omp atomic hint(0X4) // corrosponds to omp_sync_hint_nonspeculative
    x++;","/* omp atomic hint(0X4) removed */
    x++;"
REMOVE_ATOMIC_WRITE_INIT,REMOVE_SYNCHRONIZATION,target_mapping,atomic,False,1,,tests/5.1/allocate/test_target_calloc.c,"#pragma omp atomic write
          not_init_to_zero = 1;","/* omp atomic write removed */
          not_init_to_zero = 1;"
REMOVE_BARRIER,REMOVE_SYNCHRONIZATION,dispatch,general_code,False,1,,tests/5.1/dispatch/test_dispatch_nowait.c,#pragma omp barrier,/* barrier removed */
REMOVE_MUTEXINOUTSET_T5,REMOVE_SYNCHRONIZATION,task,dependency,False,1,,tests/5.0/task/test_task_depend_mutexinoutset.c,#pragma omp task depend(in: b) depend(mutexinoutset: c),#pragma omp task depend(in: b)
REMOVE_TASKWAIT,REMOVE_SYNCHRONIZATION,task,taskwait,False,3,,tests/6.0/task/test_task_threadset_ancestor_THREADS_RESERVE.c,#pragma omp taskwait,/* taskwait removed */
REMOVE_TASKWAIT_DEPEND_X,REMOVE_SYNCHRONIZATION,taskwait,dependency,False,1,,tests/5.0/taskwait/test_taskwait_depend.c,#pragma omp taskwait depend(in: x) //Requires the completion of the 1st task,/* taskwait depend(in: x) removed */
REMOVE_TASKWAIT_DEPEND_XY,REMOVE_SYNCHRONIZATION,taskwait,dependency,False,1,,tests/5.0/taskwait/test_taskwait_depend.c,"#pragma omp taskwait depend(in: x,y) //Requires the completion of both tasks","/* taskwait depend(in: x,y) removed */"
REMOVE_TASKWAIT_NOWAIT_DEPEND,REMOVE_SYNCHRONIZATION,taskwait,dependency,False,1,,tests/5.1/taskwait/test_task_nowait.c,#pragma omp taskwait nowait depend(inout: test_scalar) depend(out: test_arr),/* taskwait nowait depend removed */
ACCUMULATE_TO_ASSIGN,NEEDS_REVIEW,loop,general_code,True,5,,tests/5.0/target_parallel_loop/test_target_parallel_loop_order.c,a[i] += b[i]*c[i];,a[i] = b[i]*c[i];
ADD_DEV_PLUS_ONE_TO_DEV,NEEDS_REVIEW,target_mapping,general_code,True,1,,tests/4.5/target/test_target_device.c,array[i] += dev + 1;,array[i] += dev;
ADD_DEV_TO_ADD_ONE,NEEDS_REVIEW,target_mapping,general_code,True,1,,tests/4.5/target_teams_distribute_parallel_for/test_target_teams_distribute_parallel_for_devices.c,a[i] += dev;,a[i] += 1;
