bug_type,count,example_source_id,example_category,example_bug_family,example_original_statement,example_buggy_statement,suggested_mutation_type,suggested_omp_construct,suggested_bug_omp_concept,needs_review
BITAND_TO_BITOR,1,tests/5.0/loop/test_loop_reduction_bitand.c,loop_reduction,reduction_operator,#pragma omp loop reduction(&:b),#pragma omp loop reduction(|:b),CHANGE_OPERATOR,loop,reduction_operator,FALSE
BITOR_TO_BITAND,1,tests/5.0/loop/test_loop_reduction_bitor.c,loop_reduction,reduction_operator,#pragma omp loop reduction(|:b),#pragma omp loop reduction(&:b),CHANGE_OPERATOR,loop,reduction_operator,FALSE
BITXOR_TO_BITOR,1,tests/5.0/loop/test_loop_reduction_bitxor.c,loop_reduction,reduction_operator,#pragma omp loop reduction(^:b),#pragma omp loop reduction(|:b),CHANGE_OPERATOR,loop,reduction_operator,FALSE
B_PLUS_TO_MINUS,1,tests/4.5/target_teams_distribute/test_target_teams_distribute_map.c,target_teams_distribute,loop_body,b[x] += a[x];,b[x] -= a[x];,CHANGE_OPERATOR,target_mapping,general_code,FALSE
COMPARE_EQ_TO_NEQ,3,tests/5.1/atomic/test_atomic_fail_acquire.c,atomic,atomic_compare,if(y == 1){,if(y != 1){,CHANGE_OPERATOR,atomic,general_code,FALSE
COMPARE_GREATER_TO_LESS,1,tests/5.1/atomic/test_atomic_compare.c,atomic,atomic_compare,if(arr[i] > pmax){,if(arr[i] < pmax){,CHANGE_OPERATOR,atomic,general_code,FALSE
COMPARE_GT_TO_LT,1,tests/5.1/atomic/test_atomic_compare_device.c,atomic,condition,if(arr[i] > pmax){,if(arr[i] < pmax){,CHANGE_OPERATOR,atomic,general_code,FALSE
COMPARE_WRITE_WRONG_VALUE,4,tests/5.1/atomic/test_atomic_compare.c,atomic,atomic_compare,pmax = arr[i];,pmax = 0;,CHANGE_OPERATOR,atomic,general_code,FALSE
COMPUTE_PLUS_TO_MINUS,1,tests/4.5/target/test_target_map_array_default.c,target,loop_body,compute_array[i] += i;,compute_array[i] -= i;,CHANGE_OPERATOR,target_mapping,general_code,FALSE
C_COMPUTE_PLUS_TO_MINUS,1,tests/4.5/target_teams_distribute/test_target_teams_distribute_depend_out_out.c,target_teams_distribute,loop_body,c[x] = a[x] + b[x];,c[x] = a[x] - b[x];,CHANGE_OPERATOR,target_mapping,general_code,FALSE
DATA2_PLUS_TO_MINUS,1,tests/5.0/target/test_target_imperfect_loop.c,target,loop_body,data2[i][j] += i + j;,data2[i][j] -= i + j;,CHANGE_OPERATOR,target_mapping,general_code,FALSE
DEVICE_PLUS_TO_MINUS,3,tests/5.0/target_update/test_target_update_from_discontiguous.c,target_update,loop_body,result[i] += i;,result[i] -= i;,CHANGE_OPERATOR,target_mapping,general_code,FALSE
DEVICE_RESULT_PLUS_TO_MINUS,1,tests/5.0/target/test_target_uses_allocators_const.c,target,loop_body,device_result += j + i + x;,device_result -= j + i + x;,CHANGE_OPERATOR,target_mapping,general_code,FALSE
D_ACCUM_PLUS_TO_MINUS,1,tests/4.5/target_teams_distribute/test_target_teams_distribute_depend_disjoint_section.c,target_teams_distribute,loop_body,d[x] += a[x] + b[x];,d[x] -= a[x] + b[x];,CHANGE_OPERATOR,target_mapping,general_code,FALSE
D_COMPUTE_PLUS_TO_MINUS,5,tests/4.5/target_teams_distribute/test_target_teams_distribute_depend_array_section.c,target_teams_distribute,loop_body,d[x] = c[x] + b[x];,d[x] = c[x] - b[x];,CHANGE_OPERATOR,target_mapping,general_code,FALSE
F_COMPUTE_PLUS_TO_MINUS,1,tests/4.5/target_teams_distribute/test_target_teams_distribute_depend_list.c,target_teams_distribute,loop_body,f[x] = e[x] + a[x];,f[x] = e[x] - a[x];,CHANGE_OPERATOR,target_mapping,general_code,FALSE
HOSTVAR_CHECK_INVERTED,1,tests/5.0/target/test_target_firstprivate_device.c,target,condition,if (HostVar == INIT_VAL) {,if (HostVar != INIT_VAL) {,CHANGE_OPERATOR,target_mapping,general_code,FALSE
HOST_ACCUM_PLUS_TO_MINUS,2,tests/4.5/target/test_target_is_device_ptr.c,target,loop_body,array_host[i] += array_device[i];,array_host[i] -= array_device[i];,CHANGE_OPERATOR,target_mapping,general_code,FALSE
HOST_DEVICE_ALPHA_INVERTED,3,tests/4.5/target/test_target_if.c,target,condition,int alpha = (isHost ? 0 : 1);,int alpha = (isHost ? 1 : 0);,CHANGE_OPERATOR,target_mapping,general_code,FALSE
IF_INVERT,1,tests/4.5/taskloop/test_taskloop_if.c,taskloop,condition_semantics,#pragma omp taskloop if(M == THRESHOLD),#pragma omp taskloop if(M != THRESHOLD),CHANGE_OPERATOR,taskloop,loop,FALSE
LOGICAL_AND_TO_OR,1,tests/5.0/loop/test_loop_reduction_and.c,loop_reduction,reduction_operator,#pragma omp loop reduction(&&:result),#pragma omp loop reduction(||:result),CHANGE_OPERATOR,loop,reduction_operator,FALSE
LOGICAL_OR_TO_AND,1,tests/5.0/loop/test_loop_reduction_or.c,loop_reduction,reduction_operator,#pragma omp loop reduction(||:result),#pragma omp loop reduction(&&:result),CHANGE_OPERATOR,loop,reduction_operator,FALSE
MAX_TO_MIN,1,tests/5.0/loop/test_loop_reduction_max.c,loop_reduction,reduction_operator,#pragma omp loop reduction(max:result),#pragma omp loop reduction(min:result),CHANGE_OPERATOR,loop,reduction_operator,FALSE
MIN_TO_MAX,1,tests/5.0/loop/test_loop_reduction_min.c,loop_reduction,reduction_operator,#pragma omp loop reduction(min:result),#pragma omp loop reduction(max:result),CHANGE_OPERATOR,loop,reduction_operator,FALSE
MULTIPLY2_TO_MULTIPLY3,1,tests/6.0/allocate/test_pin_device.c,allocate,loop_body,arr[i] *= 2;,arr[i] *= 3;,CHANGE_OPERATOR,allocator,general_code,FALSE
PLUS_TO_MULTIPLY,1,tests/5.0/loop/test_loop_reduction_add.c,loop_reduction,reduction_operator,#pragma omp loop reduction(+:total),#pragma omp loop reduction(*:total),CHANGE_OPERATOR,loop,reduction,FALSE
PLUS_TO_MULTIPLY_MULTI,1,tests/5.0/loop/test_loop_reduction_add_mod.c,loop_reduction,reduction_operator,"#pragma omp loop reduction(+:n,f,d,c)","#pragma omp loop reduction(*:n,f,d,c)",CHANGE_OPERATOR,loop,reduction,FALSE
PREFIX_PLUS_TO_MINUS,1,tests/5.0/loop/test_loop_collapse_device.c,loop,loop_body,b[x][y][z + 1] = b[x][y][z] + a[x][y][z];,b[x][y][z + 1] = b[x][y][z] - a[x][y][z];,CHANGE_OPERATOR,loop,general_code,FALSE
PREFIX_SUM_PLUS_TO_MINUS,2,tests/4.5/target_simd/test_target_simd_collapse.c,target_simd,loop_body,b[x][y][z + 1] = b[x][y][z] + a[x][y][z];,b[x][y][z + 1] = b[x][y][z] - a[x][y][z];,CHANGE_OPERATOR,target_mapping,general_code,FALSE
PRIVATIZED_MINUS_TO_PLUS,1,tests/4.5/target_teams_distribute/test_target_teams_distribute_lastprivate.c,target_teams_distribute,loop_body,privatized = a[x] - b[x];,privatized = a[x] + b[x];,CHANGE_OPERATOR,target_mapping,general_code,FALSE
REDUCTION_PLUS_TO_MINUS,2,tests/6.0/target/test_target_teams_groupprivate_devicetype_nohost.c,target,reduction,"#pragma omp target teams num_teams(OMPVV_NUM_TEAMS_DEVICE) map(tofrom: team_sum, errors) reduction(+: team_sum)","#pragma omp target teams num_teams(OMPVV_NUM_TEAMS_DEVICE) map(tofrom: team_sum, errors) reduction(-: team_sum)",CHANGE_OPERATOR,target_mapping,mapping,FALSE
REDUCTION_PLUS_TO_MULTIPLY,1,tests/4.5/application_kernels/reduction_separated_directives.c,application_kernels,reduction_semantics,#pragma omp for reduction(+: counts_team),#pragma omp for reduction(*: counts_team),CHANGE_OPERATOR,application_kernels,reduction,FALSE
RESULT_PLUS_TO_MINUS,1,tests/5.0/taskgroup/test_taskgroup_task_reduction_device.c,taskgroup,loop_body,result += temp->val;,result -= temp->val;,CHANGE_OPERATOR,taskgroup,general_code,FALSE
SHARE_PLUS_TO_MINUS,1,tests/4.5/target_teams_distribute/test_target_teams_distribute_shared.c,target_teams_distribute,loop_body,share = share + a[x];,share = share - a[x];,CHANGE_OPERATOR,target_mapping,general_code,FALSE
TARGET_COMPUTE_PLUS_TO_MINUS,1,tests/5.0/declare_target/test_declare_target_device_type_host.c,declare_target,loop_body,a[i] += i;,a[i] -= i;,CHANGE_OPERATOR,target_mapping,general_code,FALSE
TOTAL_PLUS_TO_MINUS,1,tests/5.0/loop/test_loop_reduction_add_device.c,loop,loop_body,total += a[x] + b[x];,total -= a[x] + b[x];,CHANGE_OPERATOR,loop,general_code,FALSE
X_PLUS_TO_MINUS,2,tests/5.0/target/test_target_allocate.c,target,loop_body,x += i;,x -= i;,CHANGE_OPERATOR,target_mapping,general_code,FALSE
WRONG_ENV_VAR_NAME,2,tests/5.1/env_var/test_omp_places_env_ll_caches.c,env_var,env_query,"ret_val = getenv(""OMP_PLACES"");","ret_val = getenv(""OMP_PROC_BIND"");",CHANGE_RUNTIME_CALL,runtime_api,runtime_api,FALSE
WRONG_RUNTIME_QUERY,2,tests/5.1/env_var/test_omp_teams_thread_limit_env_2.c,env_var,runtime_query,env = omp_get_teams_thread_limit();,env = omp_get_thread_limit();,CHANGE_RUNTIME_CALL,teams,configuration,FALSE
WRONG_SCAN_UPDATE,1,tests/5.0/scan/test_scan.c,scan,scan,x += a[i];,x -= a[i];,CHANGE_SCAN,scan,scan,FALSE
TARGET_FREE_WRONG_DEVICE,1,tests/5.0/target/test_target_parallel_is_dev_ptr.c,target,runtime_api,"omp_target_free(Dev_B, gpu);","omp_target_free(Dev_B, omp_get_initial_device());",CHANGE_VARIABLE,target_mapping,runtime_api,FALSE
RETURN_VALUE_0_TO_1,1,tests/5.1/runtime_calls/test_omp_display_env.c,runtime_calls,oracle_value,return 0;,return 1;,ORACLE_MUTATION,runtime_api,general_code,FALSE
WRONG_EXPECTED_MAX_TEAMS,1,tests/5.1/env_var/test_omp_num_teams_env_2.c,env_var,env_query,"OMPVV_TEST_AND_SET_VERBOSE(errors, env != 2);","OMPVV_TEST_AND_SET_VERBOSE(errors, env != 3);",ORACLE_MUTATION,teams,general_code,FALSE
WRONG_EXPECTED_OMP_PLACES,2,tests/5.1/env_var/test_omp_places_env_ll_caches.c,env_var,env_query,"test = ret_val == NULL || strcmp(ret_val, ""ll_caches"");","test = ret_val == NULL || strcmp(ret_val, ""numa_domains"");",ORACLE_MUTATION,runtime_api,runtime_api,FALSE
WRONG_EXPECTED_TEAMS_THREAD_LIMIT,1,tests/5.1/env_var/test_omp_teams_thread_limit_env_2.c,env_var,env_query,"OMPVV_TEST_AND_SET(errors, env != 2);","OMPVV_TEST_AND_SET(errors, env != 3);",ORACLE_MUTATION,teams,configuration,FALSE
PARALLEL_MASTER_TASKLOOP_SIMD_TO_PARALLEL_TASKLOOP_SIMD,2,tests/5.0/parallel_master_taskloop_simd/test_parallel_master_taskloop_simd_device.c,parallel_master_taskloop_simd,taskloop,"#pragma omp parallel master taskloop simd num_threads(OMPVV_NUM_THREADS_DEVICE) shared(x, y, z, num_threads)","#pragma omp parallel taskloop simd num_threads(OMPVV_NUM_THREADS_DEVICE) shared(x, y, z, num_threads)",REMOVE_CLAUSE,parallel_master_taskloop_simd,master,FALSE
REMOVE_ADJUST_ARGS,1,tests/5.1/declare_variant/test_declare_variant_adjust_args.c,declare_variant,variant_arguments,#pragma omp declare variant(add_dispatch) match(construct={dispatch}) adjust_args(need_device_ptr:arr),#pragma omp declare variant(add_dispatch) match(construct={dispatch}),REMOVE_CLAUSE,declare_variant,dispatch,FALSE
REMOVE_ALLOCATE_DEFAULT,1,tests/5.0/target/test_target_uses_allocators_default.c,target,allocate,allocate(omp_default_mem_alloc: x),,REMOVE_CLAUSE,target_mapping,data_sharing,FALSE
REMOVE_DEFAULT_FIRSTPRIVATE,2,tests/5.1/default/test_default_firstprivate_parallel.c,default,data_sharing,#pragma omp parallel default(firstprivate) num_threads(OMPVV_NUM_THREADS_HOST),#pragma omp parallel num_threads(OMPVV_NUM_THREADS_HOST),REMOVE_CLAUSE,default,data_sharing,FALSE
REMOVE_FILTER,1,tests/5.1/masked/test_masked_filter.c,masked,masked_semantics,#pragma omp masked filter(3),#pragma omp masked,REMOVE_CLAUSE,masked,general_code,FALSE
REMOVE_FIRSTPRIVATE,2,tests/4.5/target_teams_distribute_parallel_for/test_target_teams_distribute_parallel_for_schedule_private.c,target_teams_distribute_parallel_for,data_sharing,"#pragma omp target teams distribute parallel for firstprivate(firstprivatized) num_teams(OMPVV_NUM_TEAMS_DEVICE) num_threads(OMPVV_NUM_THREADS_DEVICE) schedule(static,8)","#pragma omp target teams distribute parallel for num_teams(OMPVV_NUM_TEAMS_DEVICE) num_threads(OMPVV_NUM_THREADS_DEVICE) schedule(static,8)",REMOVE_CLAUSE,target_mapping,data_sharing,FALSE
REMOVE_FIRSTPRIVATE_HOSTVAR,1,tests/5.0/target/test_target_firstprivate_device.c,target,data_sharing,#pragma omp target parallel for firstprivate(HostVar) device(gpu),#pragma omp target parallel for device(gpu),REMOVE_CLAUSE,target_mapping,data_sharing,FALSE
REMOVE_FIRSTPRIVATE_LOCAL,1,tests/5.0/teams_loop/test_target_teams_loop_allocate.c,teams_loop,data_sharing,allocate(omp_low_lat_mem_alloc: local) firstprivate(local),allocate(omp_low_lat_mem_alloc: local),REMOVE_CLAUSE,loop,data_sharing,FALSE
REMOVE_FIRSTPRIVATE_X,1,tests/5.0/target/test_target_allocate.c,target,data_sharing,#pragma omp target uses_allocators(omp_default_mem_alloc) allocate(omp_default_mem_alloc:x) firstprivate(x) map(from: device_result),#pragma omp target uses_allocators(omp_default_mem_alloc) allocate(omp_default_mem_alloc:x) map(from: device_result),REMOVE_CLAUSE,target_mapping,mapping,FALSE
REMOVE_FIRSTPRIVATE_X_CGROUP,1,tests/5.0/target/test_target_uses_allocators_cgroup.c,target,data_sharing,firstprivate(x),,REMOVE_CLAUSE,target_mapping,data_sharing,FALSE
REMOVE_FIRSTPRIVATE_X_CONST,1,tests/5.0/target/test_target_uses_allocators_const.c,target,data_sharing,firstprivate(x),,REMOVE_CLAUSE,target_mapping,data_sharing,FALSE
REMOVE_FIRSTPRIVATE_X_DEFAULT,1,tests/5.0/target/test_target_uses_allocators_default.c,target,data_sharing,firstprivate(x),,REMOVE_CLAUSE,target_mapping,data_sharing,FALSE
REMOVE_FIRSTPRIVATE_X_HIGH_BW,1,tests/5.0/target/test_target_uses_allocators_high_bw.c,target,data_sharing,firstprivate(x),,REMOVE_CLAUSE,target_mapping,data_sharing,FALSE
REMOVE_FIRSTPRIVATE_X_LARGE_CAP,1,tests/5.0/target/test_target_uses_allocators_large_cap.c,target,data_sharing,#pragma omp target uses_allocators(omp_large_cap_mem_alloc) allocate(omp_large_cap_mem_alloc: x) firstprivate(x) map(from: device_result),#pragma omp target uses_allocators(omp_large_cap_mem_alloc) allocate(omp_large_cap_mem_alloc: x) map(from: device_result),REMOVE_CLAUSE,target_mapping,mapping,FALSE
REMOVE_FIRSTPRIVATE_X_LOW_LAT,1,tests/5.0/target/test_target_uses_allocators_low_lat.c,target,data_sharing,#pragma omp target uses_allocators(omp_low_lat_mem_alloc) allocate(omp_low_lat_mem_alloc: x) firstprivate(x) map(from: device_result),#pragma omp target uses_allocators(omp_low_lat_mem_alloc) allocate(omp_low_lat_mem_alloc: x) map(from: device_result),REMOVE_CLAUSE,target_mapping,mapping,FALSE
REMOVE_LASTPRIVATE_SCALAR,1,tests/4.5/target_teams_distribute/test_target_teams_distribute_lastprivate.c,target_teams_distribute,data_sharing,"#pragma omp target teams distribute lastprivate(privatized) map(alloc: a[0:SIZE], b[0:SIZE], c[0:SIZE]) \","#pragma omp target teams distribute map(alloc: a[0:SIZE], b[0:SIZE], c[0:SIZE]) \",REMOVE_CLAUSE,target_mapping,mapping,FALSE
REMOVE_PRIVATE,2,tests/5.1/scope/test_scope_private_construct.c,scope,data_sharing,#pragma omp scope private(test_int),#pragma omp scope,REMOVE_CLAUSE,scope,data_sharing,FALSE
REMOVE_PRIVATE_A,1,tests/5.0/teams_loop/test_target_teams_loop_private.c,teams_loop,data_sharing,#pragma omp target teams loop map(tofrom: b[0:N]) private(a),#pragma omp target teams loop map(tofrom: b[0:N]),REMOVE_CLAUSE,loop,mapping,FALSE
REMOVE_PRIVATE_FROM_SCOPE_ALLOCATE,1,tests/5.2/scope/test_scope_allocate_construct.c,scope,data_sharing,#pragma omp scope private(arr) allocate(allocator(omp_low_lat_mem_alloc) : arr),#pragma omp scope allocate(allocator(omp_low_lat_mem_alloc) : arr),REMOVE_CLAUSE,scope,data_sharing,FALSE
REMOVE_PRIVATE_PTEAM_RESULT,1,tests/5.0/target/test_target_uses_allocators_pteam.c,target,data_sharing,#pragma omp target parallel for map(from: device_result) uses_allocators(omp_pteam_mem_alloc) allocate(omp_pteam_mem_alloc: pteam_result) private(pteam_result),#pragma omp target parallel for map(from: device_result) uses_allocators(omp_pteam_mem_alloc) allocate(omp_pteam_mem_alloc: pteam_result),REMOVE_CLAUSE,target_mapping,mapping,FALSE
REMOVE_PRIVATE_X_THREAD,1,tests/5.0/target/test_target_uses_allocators_thread.c,target,data_sharing,#pragma omp target parallel uses_allocators(omp_thread_mem_alloc) allocate(omp_thread_mem_alloc: x) private(x) map(from: device_result),#pragma omp target parallel uses_allocators(omp_thread_mem_alloc) allocate(omp_thread_mem_alloc: x) map(from: device_result),REMOVE_CLAUSE,target_mapping,mapping,FALSE
REMOVE_REDUCTION,38,tests/5.1/taskloop/test_taskloop_grainsize_strict.c,taskloop,reduction,#pragma omp taskloop reduction(+: parallel_sum) grainsize(strict:1000),#pragma omp taskloop grainsize(strict:1000),REMOVE_CLAUSE,taskloop,reduction,FALSE
REMOVE_TRANSPARENT_CLAUSE,2,tests/6.0/task/test_task_transparent_export.c,task,transparent,"# pragma omp task shared(x, errors) transparent(omp_export)","# pragma omp task shared(x, errors)",REMOVE_CLAUSE,task,data_sharing,FALSE
REMOVE_TRANSPARENT_TASK,1,tests/6.0/task/test_task_transparent.c,task,task_semantics,# pragma omp task shared(x) transparent(omp_import),/* transparent import task removed */,REMOVE_CLAUSE,task,data_sharing,FALSE
REMOVE_ALWAYS_MODIFIER,1,tests/5.2/declare_mapper/test_declare_mapper_present.c,declare_mapper,mapping,"#pragma omp declare mapper(default:myvec_t v) map(always, present, from: v, v.len, v.data[0:v.len])","#pragma omp declare mapper(default:myvec_t v) map(present, from: v, v.len, v.data[0:v.len])",REMOVE_CONSTRUCT,declare_mapper,mapping,FALSE
REMOVE_DECLARE_TARGET_BLOCK,1,tests/5.0/declare_target/test_declare_target_parallel_for.c,declare_target,declare_target,#pragma omp declare target,/* omp declare target removed */,REMOVE_CONSTRUCT,target_mapping,general_code,FALSE
REMOVE_DECLARE_TARGET_LINK,1,tests/5.0/declare_target/test_nested_declare_target.c,declare_target,declare_target,"#pragma omp declare target link(a,b,c)",#pragma omp declare target,REMOVE_CONSTRUCT,target_mapping,general_code,FALSE
REMOVE_DETACH,1,tests/5.0/task/test_task_detach.c,task,task_sync,#pragma omp task depend(out: y) detach(flag_event),#pragma omp task depend(out: y),REMOVE_CONSTRUCT,task,dependency,FALSE
REMOVE_DISPATCH,1,tests/5.1/declare_variant/test_declare_variant_adjust_args.c,declare_variant,dispatch,#pragma omp dispatch,/* dispatch removed */,REMOVE_CONSTRUCT,declare_variant,dispatch,FALSE
REMOVE_DISPATCH_NOWAIT,1,tests/5.1/dispatch/test_dispatch_nowait.c,dispatch,dispatch,#pragma omp dispatch nowait,/* dispatch nowait removed */,REMOVE_CONSTRUCT,dispatch,dispatch,FALSE
REMOVE_EXPLICIT_TASK,1,tests/5.2/runtime_calls/test_omp_in_explicit_task.c,runtime_calls,task_semantics,"#pragma omp task shared(A)// creates EXPLICIT task, omp_in_explicit_task = 1",/* explicit task removed */,REMOVE_CONSTRUCT,runtime_api,data_sharing,FALSE
REMOVE_FIRST_SINGLE,1,tests/5.1/order/test_taskloop_simd_order_unconstrained_device.c,order,synchronization,"#pragma omp single
                   #pragma omp taskloop simd order(unconstrained:concurrent)
                   for (int i = 0; i < N; i++) {
                           x[i] = x[i] + 2;
                   }","/* omp single removed */
                   #pragma omp taskloop simd order(unconstrained:concurrent)
                   for (int i = 0; i < N; i++) {
                           x[i] = x[i] + 2;
                   }",REMOVE_CONSTRUCT,taskloop_simd,loop,FALSE
REMOVE_HAS_DEVICE_ADDR,2,tests/5.1/target/test_target_has_device_addr.c,target,target_mapping,"#pragma omp target map(from:second_scalar_device_addr, second_arr_device_addr) has_device_addr(x, arr)","#pragma omp target map(from:second_scalar_device_addr, second_arr_device_addr)",REMOVE_CONSTRUCT,target_mapping,mapping,FALSE
REMOVE_INDIRECT,1,tests/5.1/target/test_target_declare_indirect.c,target,declare_target,"#pragma omp declare target to(fun1, fun2, fun3) indirect","#pragma omp declare target to(fun1, fun2, fun3)",REMOVE_CONSTRUCT,target_mapping,general_code,FALSE
REMOVE_INTERCHANGE,1,tests/6.0/target/test_target_interchange.c,target,loop_transform,#pragma omp interchange,/* omp interchange removed */,REMOVE_CONSTRUCT,target_mapping,general_code,FALSE
REMOVE_INTEROP_DESTROY_DEPEND,1,tests/5.1/interop/test_interop_target.c,interop,dependency,#pragma omp interop destroy(obj) depend(out: A[0:N]),#pragma omp interop destroy(obj),REMOVE_CONSTRUCT,target_mapping,dependency,FALSE
REMOVE_INTEROP_INIT_DEPEND,1,tests/5.1/interop/test_interop_target.c,interop,dependency,"#pragma omp interop init(targetsync: obj) device(device) \
      depend(inout: A[0:N]) // Pass array through to the interop and require it",#pragma omp interop init(targetsync: obj) device(device),REMOVE_CONSTRUCT,target_mapping,dependency,FALSE
REMOVE_IS_DEVICE_PTR_A,1,tests/5.0/task/test_task_affinity_device.c,task,target_mapping,#pragma omp target defaultmap(none) is_device_ptr(A) map(tofrom: B[0:N]),#pragma omp target defaultmap(none) map(tofrom: B[0:N]),REMOVE_CONSTRUCT,task,mapping,FALSE
REMOVE_LINEAR,1,tests/5.0/target/test_target_parallel_linear.c,target,linear,#pragma omp target parallel for device(gpu) linear(val:2),#pragma omp target parallel for device(gpu),REMOVE_CONSTRUCT,target_mapping,general_code,FALSE
REMOVE_LOOP_DIRECTIVE_TEAMS,1,tests/5.0/loop/test_loop_nested_device.c,loop,loop_construct,#pragma omp loop,/* omp loop removed */,REMOVE_CONSTRUCT,loop,loop,FALSE
REMOVE_MASKED,1,tests/5.1/masked/test_masked.c,masked,masked_semantics,#pragma omp masked,/* masked removed */,REMOVE_CONSTRUCT,masked,general_code,FALSE
REMOVE_OMP_ALL_MEMORY_DEPEND,1,tests/5.1/depend/test_depend_inout_omp_all_memory.c,depend,task_dependency,#pragma omp task depend(inout: omp_all_memory),#pragma omp task,REMOVE_CONSTRUCT,depend,dependency,FALSE
REMOVE_OUTER_HEAP_MAP,1,tests/4.5/target_data/test_target_data_map_pointer_translation.c,target_data,target_mapping,#pragma omp target data map(h_array_h[0:N]) map(h_array_s[0:N]),#pragma omp target data map(h_array_s[0:N]),REMOVE_CONSTRUCT,target_mapping,mapping,FALSE
REMOVE_OUT_DEPEND,1,tests/5.1/depend/test_depend_inoutset.c,depend,task_dependency,#pragma omp task depend(out: arr[i]),#pragma omp task,REMOVE_CONSTRUCT,depend,dependency,FALSE
REMOVE_PARALLEL,3,tests/5.0/parallel_master_taskloop/test_parallel_master_taskloop.c,parallel,parallel,#pragma omp parallel,/* parallel removed */,REMOVE_CONSTRUCT,parallel_master_taskloop,general_code,FALSE
REMOVE_PARALLEL_MESSAGE_REGION,1,tests/6.0/parallel/test_parallel_message.c,parallel,parallel_directive,"#pragma omp parallel message(""Entering first parallel region."")",/* parallel message region removed */,REMOVE_CONSTRUCT,parallel,message_or_severity,FALSE
REMOVE_PARALLEL_SEVERITY_REGION,1,tests/6.0/parallel/test_parallel_severity.c,parallel,parallel_directive,"#pragma omp parallel severity(warning) message(""Entering first parallel region."")",/* parallel severity region removed */,REMOVE_CONSTRUCT,parallel,message_or_severity,FALSE
REMOVE_REVERSE,1,tests/6.0/target/test_target_reverse.c,target,loop_transform,#pragma omp reverse,/* omp reverse removed */,REMOVE_CONSTRUCT,target_mapping,general_code,FALSE
REMOVE_REVERSE_OFFLOAD,1,tests/5.0/requires/test_requires_reverse_offload.c,requires,requires,#pragma omp requires reverse_offload,/* omp requires reverse_offload removed */,REMOVE_CONSTRUCT,target_mapping,general_code,FALSE
REMOVE_SCALAR_FROM_TARGET_MAP,1,tests/4.5/declare_target/test_declare_target_link_extended_list.c,declare_target,target_mapping,"#pragma omp target map(from: x) map(to:y, z, aint)","#pragma omp target map(from: x) map(to:y, z)",REMOVE_CONSTRUCT,target_mapping,mapping,FALSE
REMOVE_SCOPE_REDUCTION,1,tests/5.1/scope/test_scope_reduction_construct.c,scope,reduction,#pragma omp scope reduction(+:s),#pragma omp scope,REMOVE_CONSTRUCT,scope,reduction,FALSE
REMOVE_SHARED_SUM,1,tests/5.1/default/test_task_default_private.c,default,data_sharing,#pragma omp task shared(sum) default(private),#pragma omp task default(private),REMOVE_CONSTRUCT,default,data_sharing,FALSE
REMOVE_SINGLE,6,tests/5.1/error/test_error_at_execution.c,error,synchronization,#pragma omp single,/* single removed */,REMOVE_CONSTRUCT,error,general_code,FALSE
REMOVE_TARGET,1,tests/5.2/declare_mapper/test_declare_mapper_iterator.c,declare_mapper,mapping,#pragma omp target,/* target removed */,REMOVE_CONSTRUCT,declare_mapper,general_code,FALSE
REMOVE_TARGET_EXIT_DELETE,1,tests/4.5/target_enter_exit_data/test_target_enter_exit_data_map_global_array.c,target_enter_exit_data,target_mapping,#pragma omp target exit data map(delete: A),/* target exit data map(delete: A) removed */,REMOVE_CONSTRUCT,target_mapping,mapping,FALSE
REMOVE_TARGET_UPDATE_FROM,1,tests/4.5/target_data/test_target_data_pointer_swap.c,target_data,target_mapping,#pragma omp target update from(a[0:N]),/* target update from(a[0:N]) removed */,REMOVE_CONSTRUCT,target_mapping,general_code,FALSE
REMOVE_TASKGRAPH,1,tests/6.0/taskgraph/test_taskgraph_target.c,taskgraph,taskgraph,# pragma omp taskgraph,/* omp taskgraph removed */,REMOVE_CONSTRUCT,taskgraph,taskgraph,FALSE
REMOVE_TASK_DEPEND_ARRAY,1,tests/5.1/taskwait/test_task_nowait.c,taskwait,task_dependency,#pragma omp task depend(inout : test_arr) shared(test_arr),#pragma omp task shared(test_arr),REMOVE_CONSTRUCT,taskwait,dependency,FALSE
REMOVE_TASK_DEPEND_SCALAR,1,tests/5.1/taskwait/test_task_nowait.c,taskwait,task_dependency,#pragma omp task depend(inout: test_scalar) shared(test_scalar),#pragma omp task shared(test_scalar),REMOVE_CONSTRUCT,taskwait,dependency,FALSE
REMOVE_TASK_DEPEND_X,1,tests/5.0/taskwait/test_taskwait_depend.c,taskwait,task_dependency,#pragma omp task depend(inout: x) shared(x) // 1st Task,#pragma omp task shared(x) // 1st Task,REMOVE_CONSTRUCT,taskwait,dependency,FALSE
REMOVE_TASK_DEPEND_Y,1,tests/5.0/taskwait/test_taskwait_depend.c,taskwait,task_dependency,#pragma omp task depend(inout: y) shared(y) // 2nd Task,#pragma omp task shared(y) // 2nd Task,REMOVE_CONSTRUCT,taskwait,dependency,FALSE
REMOVE_UNIFIED_SHARED_MEMORY,4,tests/5.0/requires/test_requires_unified_shared_memory_heap_is_device_ptr.c,requires,requires,#pragma omp requires unified_shared_memory,/* omp requires unified_shared_memory removed */,REMOVE_CONSTRUCT,target_mapping,data_sharing,FALSE
